housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
34.0,1102.0,212.0,949.0,212.0,4.0792,16.51
31.0,4353.0,1117.0,2338.0,1037.0,3.0727,24.26
28.0,1868.0,350.0,898.0,329.0,3.1814,7.89
47.0,2456.0,611.0,1653.0,512.0,1.3973,6.61
44.0,431.0,195.0,682.0,212.0,3.2833,23.33
17.0,1885.0,292.0,771.0,301.0,5.6402,22.86
18.0,2516.0,485.0,1128.0,433.0,5.0114,33.86
17.0,7741.0,1401.0,3153.0,1331.0,3.7869,21.61
20.0,4126.0,1031.0,2079.0,975.0,3.6832,21.69
23.0,1985.0,424.0,1198.0,389.0,2.7734,11.68
17.0,4041.0,1169.0,3309.0,1117.0,2.6016,22.24
25.0,2007.0,301.0,1135.0,332.0,5.127999999999999,9.96
26.0,3118.0,528.0,1546.0,545.0,5.27,20.94
16.0,2697.0,490.0,1462.0,515.0,4.2051,19.03
37.0,1189.0,248.0,627.0,219.0,3.8611,10.0
46.0,2837.0,592.0,1453.0,549.0,3.1115,23.46
18.0,2550.0,312.0,999.0,320.0,8.7939,50.0001
40.0,1904.0,393.0,1183.0,364.0,3.6696,21.04
14.0,2744.0,555.0,1153.0,474.0,2.753,11.11
52.0,906.0,227.0,1662.0,219.0,3.1667,23.16
33.0,45.0,11.0,34.0,10.0,5.2949,35.0
17.0,5805.0,1097.0,1919.0,932.0,3.5352,35.78
10.0,2031.0,357.0,867.0,352.0,5.3169,29.92
52.0,2170.0,428.0,1086.0,425.0,3.3715,14.39
27.0,500.0,159.0,732.0,162.0,2.7426,10.31
26.0,3635.0,567.0,1779.0,543.0,5.7089,23.74
16.0,4138.0,758.0,1762.0,723.0,3.1979,13.75
20.0,41.0,17.0,87.0,25.0,1.5491,22.5
15.0,2700.0,460.0,1432.0,449.0,4.9063,15.98
26.0,2507.0,393.0,1333.0,392.0,6.1601,26.61
14.0,8213.0,1364.0,3283.0,1286.0,5.1755,29.48
36.0,2031.0,339.0,817.0,337.0,5.1271,45.83
31.0,2247.0,573.0,1711.0,511.0,3.2642,18.56
29.0,2337.0,391.0,1054.0,352.0,4.2206,15.77
28.0,3825.0,473.0,1415.0,480.0,10.675,50.0001
52.0,3080.0,545.0,975.0,495.0,3.7760000000000002,16.45
30.0,2651.0,572.0,3249.0,552.0,3.7202,18.21
20.0,2701.0,573.0,892.0,358.0,2.7736,10.78
23.0,952.0,200.0,321.0,128.0,1.5208,8.9
37.0,1795.0,285.0,791.0,261.0,7.5794,50.0001
19.0,1465.0,342.0,646.0,345.0,4.712,28.93
45.0,858.0,254.0,510.0,200.0,1.0114,8.0
39.0,859.0,164.0,673.0,172.0,3.7143,15.82
33.0,1641.0,284.0,659.0,282.0,6.0884,43.29
26.0,2211.0,344.0,1024.0,321.0,5.2649,19.98
32.0,1444.0,317.0,1177.0,311.0,3.6,16.46
34.0,892.0,318.0,1443.0,341.0,2.1903,16.25
29.0,749.0,185.0,708.0,196.0,2.4583,13.69
36.0,2053.0,386.0,1023.0,394.0,3.0,21.66
12.0,8796.0,1721.0,11139.0,1680.0,2.2612,13.75
35.0,1574.0,276.0,1088.0,289.0,4.0938,16.53
5.0,1131.0,276.0,520.0,232.0,4.0167,8.75
25.0,3830.0,1105.0,2328.0,1017.0,2.6238,21.0
51.0,2690.0,554.0,1795.0,539.0,3.6581,22.5
37.0,1212.0,314.0,1403.0,279.0,2.5536,11.72
28.0,2949.0,529.0,1538.0,545.0,4.9615,22.8
34.0,397.0,132.0,250.0,121.0,1.675,16.67
37.0,1956.0,402.0,1265.0,397.0,2.3023,9.19
33.0,1759.0,311.0,943.0,315.0,5.223,20.92
36.0,3082.0,455.0,771.0,365.0,11.216,50.0001
19.0,4043.0,764.0,2196.0,708.0,6.1504,26.84
12.0,807.0,199.0,246.0,102.0,2.5391,4.0
24.0,2587.0,491.0,1617.0,458.0,3.5066,13.34
20.0,2822.0,479.0,1372.0,455.0,4.5625,13.69
14.0,3348.0,491.0,1584.0,493.0,5.0828,11.14
9.0,4868.0,738.0,2036.0,750.0,5.7621,20.46
47.0,1064.0,245.0,603.0,190.0,1.3654,5.79
24.0,3865.0,802.0,2670.0,772.0,3.8158,18.0
17.0,2813.0,565.0,1345.0,488.0,2.5847,14.53
26.0,797.0,117.0,383.0,114.0,6.8758,25.38
52.0,1965.0,480.0,794.0,451.0,3.2824,30.48
16.0,1675.0,354.0,604.0,332.0,5.2326,18.83
15.0,4371.0,908.0,1842.0,818.0,2.7797,10.55
17.0,3685.0,685.0,1939.0,649.0,3.7043,13.98
4.0,4289.0,682.0,1981.0,705.0,5.3366,16.51
33.0,619.0,139.0,1217.0,146.0,4.6875,15.44
8.0,3372.0,430.0,1536.0,448.0,8.4284,37.83
9.0,1344.0,279.0,530.0,265.0,5.0731,18.51
24.0,2578.0,580.0,1217.0,529.0,2.2401,21.25
20.0,1988.0,424.0,1277.0,425.0,2.9414,16.22
38.0,490.0,101.0,402.0,100.0,3.125,17.59
40.0,1082.0,318.0,1085.0,273.0,1.7054,11.72
52.0,154.0,33.0,89.0,38.0,3.2875,27.5
18.0,2741.0,449.0,1507.0,460.0,4.7566,14.25
40.0,2959.0,389.0,985.0,365.0,9.9025,50.0001
45.0,1262.0,223.0,637.0,221.0,5.0866,42.73
11.0,3626.0,779.0,1819.0,731.0,2.4956,8.75
23.0,3706.0,1106.0,3785.0,1019.0,1.7774,10.0
10.0,9738.0,2130.0,4936.0,1840.0,3.3187,14.48
50.0,1525.0,308.0,661.0,285.0,2.2206,6.32
14.0,2382.0,377.0,1278.0,386.0,5.1896,10.19
30.0,4402.0,563.0,1582.0,551.0,10.898,50.0001
52.0,2511.0,587.0,1660.0,546.0,2.6098,12.71
33.0,2064.0,299.0,813.0,303.0,6.0374,50.0001
31.0,2818.0,1252.0,4126.0,1200.0,2.053,22.92
52.0,3365.0,644.0,796.0,333.0,2.9712,11.66
38.0,1843.0,565.0,1449.0,524.0,2.2174,21.54
35.0,2002.0,378.0,1726.0,387.0,3.9613,18.23
20.0,1089.0,208.0,531.0,212.0,4.5938,10.69
3.0,12806.0,2219.0,4249.0,1499.0,5.485,34.31
42.0,1125.0,273.0,616.0,258.0,3.6765,25.28
26.0,3735.0,641.0,1708.0,633.0,4.621,19.11
52.0,729.0,160.0,395.0,155.0,1.6875,13.2
13.0,4503.0,1137.0,3094.0,1091.0,2.3159,9.16
3.0,10425.0,2121.0,4432.0,1778.0,3.9032,14.08
31.0,3857.0,607.0,1695.0,572.0,7.642,39.64
20.0,1901.0,270.0,704.0,254.0,8.7819,50.0001
31.0,3952.0,647.0,1762.0,588.0,5.5709,24.48
30.0,2453.0,544.0,1753.0,506.0,2.9803,19.15
39.0,1622.0,355.0,903.0,314.0,4.1125,18.3
16.0,2131.0,424.0,989.0,369.0,2.6071,10.37
33.0,4719.0,758.0,1980.0,757.0,6.1064,40.5
18.0,2379.0,448.0,1638.0,436.0,2.309,5.71
18.0,5152.0,1365.0,2286.0,1243.0,5.1677,38.08
35.0,2644.0,456.0,1465.0,430.0,4.9375,27.7
36.0,1527.0,309.0,1154.0,279.0,3.3095,10.55
34.0,1859.0,323.0,854.0,309.0,3.1906,7.62
26.0,4486.0,709.0,1873.0,719.0,6.5704,41.47
12.0,4992.0,780.0,2106.0,801.0,6.2079,30.73
18.0,5891.0,920.0,2882.0,911.0,5.901,23.56
52.0,2039.0,299.0,772.0,303.0,6.471,50.0001
31.0,3523.0,922.0,2660.0,949.0,3.1792,14.64
34.0,3561.0,497.0,1336.0,501.0,8.9172,50.0001
19.0,1733.0,303.0,911.0,281.0,3.5987,13.17
37.0,1046.0,251.0,822.0,239.0,3.5,22.44
49.0,2174.0,481.0,1861.0,484.0,1.7159,9.5
33.0,4448.0,631.0,1675.0,628.0,7.8904,46.88
23.0,1906.0,525.0,1029.0,491.0,2.93,18.33
12.0,4881.0,803.0,2188.0,724.0,4.1667,17.19
22.0,1055.0,204.0,682.0,216.0,6.0,19.13
4.0,2498.0,775.0,1213.0,631.0,3.7844,18.39
34.0,2228.0,399.0,1159.0,378.0,4.8906,22.89
17.0,3172.0,506.0,1538.0,473.0,4.3125,16.81
30.0,1821.0,738.0,1648.0,684.0,0.8836,45.0
25.0,2115.0,482.0,1976.0,474.0,1.8431,5.39
14.0,1449.0,228.0,670.0,232.0,4.3897,18.63
36.0,1882.0,453.0,1005.0,409.0,3.8,21.71
52.0,2224.0,437.0,1006.0,422.0,2.6,13.26
18.0,1193.0,233.0,475.0,228.0,7.5594,50.0001
29.0,873.0,226.0,649.0,198.0,2.7986,11.44
20.0,1705.0,353.0,856.0,341.0,3.7262,21.18
22.0,3313.0,1235.0,2381.0,1063.0,0.7473,16.88
40.0,1251.0,336.0,729.0,343.0,2.4688,23.64
46.0,2038.0,534.0,1250.0,525.0,2.4196,35.81
18.0,2288.0,607.0,2305.0,597.0,3.227,13.61
30.0,2835.0,711.0,1669.0,652.0,3.3616,26.85
34.0,3413.0,693.0,2223.0,651.0,3.8239,20.82
46.0,2312.0,625.0,1552.0,603.0,1.6429,12.5
30.0,2261.0,443.0,929.0,383.0,4.2841,21.34
7.0,6100.0,1185.0,2710.0,1040.0,5.5673,28.82
37.0,3112.0,716.0,1304.0,674.0,3.2121,32.08
33.0,2791.0,496.0,1714.0,485.0,4.8304,22.49
22.0,1054.0,239.0,428.0,239.0,1.2548,6.83
37.0,106.0,18.0,27.0,12.0,4.0556,13.13
52.0,2657.0,772.0,1014.0,685.0,4.038,50.0001
16.0,3113.0,783.0,1719.0,715.0,3.6505,14.57
23.0,2512.0,1203.0,3720.0,1118.0,1.7896,32.22
36.0,1710.0,320.0,861.0,300.0,2.8828,13.11
52.0,2584.0,599.0,790.0,444.0,2.5263,28.64
32.0,3521.0,748.0,1706.0,723.0,3.4705,22.86
41.0,2125.0,591.0,1604.0,555.0,2.9943,19.06
41.0,1379.0,315.0,1249.0,309.0,2.6553,18.31
31.0,4033.0,715.0,2585.0,715.0,3.5096,13.99
15.0,1804.0,339.0,673.0,296.0,5.9806,37.05
19.0,1649.0,328.0,382.0,151.0,4.0556,13.3
16.0,2650.0,600.0,1969.0,586.0,3.9461,19.43
17.0,20354.0,3493.0,8768.0,3293.0,5.4496,23.89
22.0,3272.0,618.0,1784.0,591.0,4.0324,21.13
37.0,1871.0,321.0,806.0,294.0,4.0,10.14
22.0,2265.0,637.0,1684.0,561.0,2.6729,21.71
30.0,4205.0,772.0,2012.0,734.0,3.5,14.47
34.0,6394.0,1619.0,2400.0,1496.0,3.4902,50.0001
35.0,3414.0,580.0,1761.0,522.0,3.9922,12.98
14.0,6155.0,1034.0,2407.0,941.0,4.2262,24.43
32.0,752.0,159.0,524.0,155.0,2.25,5.0
27.0,1146.0,189.0,595.0,197.0,4.5833,19.85
23.0,3741.0,501.0,1339.0,499.0,6.7061,32.23
10.0,304.0,63.0,161.0,61.0,2.1964,11.25
39.0,915.0,199.0,580.0,175.0,1.8894,11.25
52.0,2637.0,539.0,1159.0,497.0,3.8846,33.31
29.0,1875.0,340.0,816.0,350.0,5.4351,33.65
26.0,15.0,3.0,11.0,3.0,5.048,35.0
14.0,9286.0,1269.0,3565.0,1238.0,6.6635,21.96
37.0,978.0,202.0,462.0,184.0,3.625,15.63
26.0,4382.0,618.0,1728.0,587.0,7.4734,43.22
18.0,1758.0,286.0,987.0,277.0,4.6875,14.18
14.0,1672.0,295.0,704.0,293.0,5.1129,25.13
25.0,3807.0,806.0,1821.0,792.0,3.6518,16.43
33.0,3530.0,700.0,2959.0,679.0,3.7459,15.29
31.0,1404.0,379.0,1515.0,387.0,1.2813,5.64
16.0,1470.0,261.0,748.0,256.0,4.0433,13.22
25.0,2689.0,719.0,1229.0,663.0,3.5909,50.0001
52.0,492.0,139.0,316.0,168.0,3.0865,22.5
36.0,1981.0,507.0,1998.0,468.0,1.9013,6.99
37.0,1045.0,361.0,1666.0,337.0,1.7929,9.72
19.0,2429.0,459.0,883.0,300.0,3.017,9.76
26.0,3038.0,468.0,1825.0,468.0,5.6385,19.69
14.0,3323.0,499.0,1527.0,540.0,5.3451,17.21
46.0,2571.0,502.0,1225.0,501.0,6.0436,47.3
43.0,3700.0,684.0,1488.0,623.0,5.5622,31.36
28.0,3519.0,583.0,1720.0,590.0,4.7973,18.69
31.0,1443.0,215.0,627.0,222.0,6.6087,41.65
32.0,2699.0,552.0,2086.0,551.0,2.2974,8.45
44.0,647.0,142.0,457.0,143.0,3.6875,16.25
22.0,2001.0,387.0,1520.0,387.0,3.148,10.23
52.0,215.0,87.0,904.0,88.0,0.8668,13.75
36.0,755.0,157.0,625.0,152.0,2.0242,6.5
25.0,3004.0,393.0,1145.0,376.0,7.2655,49.4
36.0,1447.0,276.0,799.0,275.0,4.7639,26.56
18.0,3119.0,803.0,1395.0,722.0,3.9265,30.11
52.0,982.0,197.0,653.0,171.0,4.2167,23.19
13.0,2983.0,534.0,1417.0,510.0,3.9861,16.81
45.0,3924.0,834.0,1992.0,773.0,4.1146,17.78
31.0,3959.0,856.0,1919.0,775.0,4.0313,28.2
16.0,1328.0,187.0,607.0,197.0,5.0366,25.78
35.0,1818.0,368.0,682.0,254.0,4.8611,24.0
16.0,10072.0,2043.0,5913.0,1909.0,3.0606,11.95
31.0,3019.0,469.0,1349.0,462.0,7.1463,39.41
46.0,1582.0,315.0,777.0,286.0,3.2083,14.96
19.0,1624.0,221.0,782.0,228.0,4.5962,30.45
27.0,336.0,60.0,195.0,68.0,5.3946,7.18
17.0,3012.0,408.0,987.0,362.0,7.4201,22.97
49.0,2051.0,500.0,1525.0,467.0,1.59,8.09
52.0,2031.0,450.0,958.0,445.0,1.9327,16.99
15.0,3142.0,618.0,725.0,285.0,4.3333,12.14
29.0,2421.0,402.0,1120.0,388.0,5.0309,24.48
20.0,1282.0,273.0,852.0,247.0,1.6354,4.9
14.0,885.0,223.0,533.0,224.0,2.5966,10.93
50.0,1951.0,458.0,1362.0,454.0,3.0,16.32
40.0,1867.0,633.0,2223.0,609.0,1.7207,10.51
18.0,2730.0,415.0,1248.0,412.0,6.187,28.79
48.0,1769.0,429.0,993.0,405.0,2.3214,13.94
35.0,2370.0,379.0,996.0,380.0,5.7368,28.72
10.0,4292.0,1075.0,2719.0,987.0,3.6974,28.66
16.0,2084.0,315.0,1154.0,307.0,6.0102,23.56
35.0,1120.0,297.0,659.0,274.0,2.3824,14.5
20.0,3111.0,623.0,1000.0,508.0,1.5982,14.0
19.0,1549.0,369.0,770.0,370.0,2.0493,9.95
52.0,205.0,119.0,228.0,132.0,1.9063,20.0
25.0,4977.0,645.0,2061.0,646.0,6.58,31.85
11.0,2754.0,663.0,1328.0,604.0,2.3667,6.93
28.0,2969.0,648.0,1644.0,570.0,3.4338,5.49
48.0,1091.0,403.0,926.0,336.0,1.1458,6.54
13.0,7065.0,1259.0,3864.0,1221.0,4.7472,14.86
36.0,1271.0,346.0,811.0,345.0,3.2417,28.33
26.0,3192.0,447.0,1132.0,418.0,4.5278,14.43
29.0,3735.0,808.0,1873.0,757.0,3.1543,25.38
50.0,1669.0,558.0,1340.0,484.0,1.3191,9.23
35.0,2984.0,446.0,1435.0,455.0,5.6276,20.08
20.0,3939.0,1143.0,2475.0,1002.0,2.9025,22.91
17.0,2783.0,678.0,2566.0,641.0,1.9907,5.12
18.0,3932.0,724.0,1896.0,680.0,5.2953,27.94
43.0,2268.0,438.0,1151.0,449.0,4.9091,29.32
26.0,2754.0,402.0,1128.0,395.0,6.3719,46.69
37.0,2337.0,452.0,948.0,437.0,3.145,16.91
11.0,3123.0,740.0,1223.0,634.0,5.417000000000001,19.68
16.0,2035.0,564.0,1118.0,503.0,3.2546,18.75
13.0,7174.0,1997.0,4293.0,1872.0,3.0973,25.19
20.0,2462.0,496.0,1117.0,458.0,3.2321,16.25
19.0,7650.0,1901.0,1129.0,463.0,1.82,8.01
52.0,2285.0,435.0,1211.0,442.0,4.0208,32.31
31.0,1744.0,720.0,2034.0,633.0,2.2684,19.38
23.0,2179.0,308.0,926.0,299.0,5.9345,25.96
52.0,1989.0,392.0,985.0,396.0,2.5556,7.58
36.0,2559.0,469.0,1358.0,445.0,4.5568,20.15
27.0,1269.0,186.0,464.0,182.0,6.8374,50.0001
16.0,2629.0,491.0,1265.0,485.0,4.5066,14.02
27.0,3782.0,771.0,1742.0,751.0,4.0451,39.51
37.0,1756.0,345.0,836.0,335.0,4.375,21.82
15.0,5266.0,1031.0,2147.0,885.0,2.8036,11.01
32.0,1650.0,328.0,1124.0,290.0,3.1838,9.86
33.0,1250.0,276.0,866.0,268.0,4.1708,17.5
35.0,2028.0,456.0,972.0,398.0,2.3778,9.07
50.0,1325.0,280.0,811.0,281.0,1.8667,6.28
42.0,2608.0,610.0,2062.0,616.0,3.5341,16.75
16.0,2544.0,431.0,1199.0,412.0,4.5129,19.63
21.0,2056.0,461.0,1332.0,429.0,3.3942,21.28
9.0,3904.0,1042.0,3688.0,896.0,1.8022,7.8
23.0,1100.0,285.0,940.0,267.0,3.6953,15.0
16.0,5121.0,735.0,2464.0,761.0,6.6204,29.61
10.0,2653.0,621.0,1967.0,598.0,2.6643,8.1
45.0,1673.0,377.0,1078.0,393.0,3.3393,27.23
25.0,4601.0,696.0,2003.0,666.0,8.0727,45.55
19.0,2230.0,538.0,832.0,359.0,1.6865,5.88
43.0,1748.0,366.0,984.0,371.0,4.5116,33.78
33.0,3379.0,612.0,1565.0,618.0,2.7321,7.65
19.0,1968.0,350.0,852.0,308.0,4.6705,26.98
23.0,1321.0,259.0,749.0,222.0,1.655,9.01
43.0,2808.0,584.0,1654.0,569.0,4.125,43.68
16.0,2270.0,488.0,709.0,489.0,3.2845,22.76
34.0,1482.0,255.0,584.0,246.0,5.5121,26.47
27.0,1569.0,242.0,583.0,214.0,5.7519,27.85
36.0,1765.0,399.0,451.0,264.0,2.6083,32.19
38.0,1938.0,301.0,823.0,285.0,6.1089,28.08
42.0,2541.0,1282.0,3974.0,1189.0,1.5854,8.75
29.0,3433.0,711.0,1919.0,709.0,3.3841,18.44
31.0,2550.0,395.0,1017.0,405.0,5.1488,18.1
14.0,8396.0,1578.0,3952.0,1474.0,3.0565,11.88
29.0,1503.0,411.0,1368.0,390.0,2.1473,19.53
32.0,1288.0,221.0,562.0,203.0,2.325,6.96
32.0,1434.0,296.0,672.0,285.0,4.875,31.17
29.0,1938.0,404.0,1487.0,414.0,1.7462,5.11
38.0,2387.0,748.0,1537.0,741.0,2.3147,19.25
30.0,1336.0,239.0,905.0,253.0,4.8854,17.81
42.0,2274.0,429.0,1255.0,397.0,5.1205,22.63
13.0,3216.0,765.0,1627.0,715.0,3.0859,16.78
29.0,2470.0,560.0,1589.0,513.0,3.1801,19.05
51.0,1616.0,374.0,608.0,302.0,3.1932,40.0
29.0,3250.0,521.0,1382.0,513.0,5.112,21.83
44.0,2147.0,399.0,1175.0,401.0,4.1974,17.93
42.0,1301.0,280.0,539.0,249.0,5.0,50.0001
25.0,5869.0,1685.0,2669.0,1554.0,2.6998,21.61
13.0,1857.0,572.0,838.0,525.0,3.2386,12.92
14.0,6235.0,1286.0,3568.0,1190.0,4.1724,21.16
9.0,1204.0,355.0,469.0,293.0,3.6196,11.99
52.0,1582.0,353.0,868.0,329.0,3.8261,25.0
17.0,3659.0,735.0,1970.0,667.0,2.425,9.62
14.0,3011.0,388.0,1359.0,371.0,7.9739,36.87
26.0,557.0,153.0,455.0,196.0,2.7721,15.54
30.0,1856.0,339.0,1103.0,379.0,4.0357,15.38
52.0,775.0,134.0,315.0,123.0,5.0677,23.33
11.0,1264.0,271.0,370.0,177.0,1.3,6.97
26.0,3119.0,562.0,1459.0,562.0,5.0434,34.04
25.0,1710.0,288.0,799.0,259.0,4.8359,14.53
52.0,408.0,143.0,313.0,143.0,1.815,11.67
15.0,1309.0,477.0,1330.0,424.0,3.4417,18.25
17.0,4138.0,805.0,2442.0,780.0,4.7804,24.2
14.0,2633.0,530.0,1324.0,513.0,2.2768,7.86
15.0,4058.0,511.0,1580.0,473.0,7.5,31.64
39.0,979.0,235.0,857.0,236.0,2.5547,10.89
45.0,733.0,178.0,715.0,165.0,2.5962,12.41
18.0,2749.0,633.0,1779.0,561.0,3.925,16.61
26.0,2577.0,434.0,1086.0,432.0,4.6125,22.92
28.0,2862.0,478.0,1384.0,463.0,4.6694,15.82
42.0,2309.0,685.0,2609.0,673.0,2.7206,16.21
32.0,2643.0,516.0,1862.0,478.0,3.7177,17.72
26.0,3542.0,507.0,1392.0,524.0,8.5184,50.0001
16.0,3010.0,580.0,1649.0,538.0,4.0221,23.62
45.0,1106.0,225.0,595.0,228.0,3.6625,19.07
22.0,3480.0,673.0,1541.0,636.0,2.75,9.45
26.0,1272.0,306.0,562.0,284.0,4.5644,28.02
17.0,2582.0,553.0,1087.0,423.0,2.5,10.42
15.0,2892.0,496.0,1634.0,501.0,4.4934,8.8
