housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
24.0,2746.0,433.0,1076.0,380.0,5.8635,34.87
31.0,1524.0,383.0,1257.0,398.0,2.6019,25.0
37.0,1269.0,348.0,1835.0,335.0,3.2583,14.72
21.0,3616.0,1060.0,2515.0,945.0,2.7464,15.31
36.0,1116.0,229.0,719.0,233.0,3.425,16.32
38.0,1042.0,289.0,773.0,248.0,2.7714,10.47
15.0,11989.0,2185.0,6652.0,2081.0,4.5554,27.83
17.0,3064.0,588.0,1704.0,590.0,3.9329,17.09
25.0,1710.0,288.0,799.0,259.0,4.8359,14.53
19.0,3792.0,790.0,2105.0,834.0,5.2363,31.0
20.0,3367.0,1264.0,2667.0,1131.0,2.2444,50.0
46.0,66.0,11.0,30.0,12.0,2.375,27.5
28.0,1768.0,423.0,1066.0,392.0,1.8315,9.05
18.0,2077.0,298.0,937.0,292.0,6.3809,27.36
34.0,2871.0,581.0,1350.0,535.0,3.7049,22.75
36.0,446.0,108.0,410.0,117.0,3.3942,14.72
27.0,8103.0,1655.0,5023.0,1605.0,4.6452,23.62
35.0,4276.0,767.0,3295.0,708.0,4.2583,18.73
23.0,1650.0,403.0,541.0,336.0,6.0238,50.0001
15.0,3162.0,495.0,1145.0,473.0,5.3525,19.17
26.0,1922.0,339.0,1148.0,332.0,2.6058,9.22
19.0,2230.0,538.0,832.0,359.0,1.6865,5.88
9.0,3995.0,778.0,1691.0,712.0,3.3239,9.13
16.0,2186.0,511.0,908.0,466.0,4.575,22.5
8.0,1968.0,376.0,930.0,360.0,3.2632,9.98
26.0,5305.0,701.0,1818.0,676.0,6.1461,21.71
31.0,1332.0,417.0,1405.0,363.0,2.0125,14.3
3.0,15695.0,2248.0,6080.0,1920.0,6.2178,17.39
26.0,3022.0,476.0,1852.0,452.0,6.0531,18.64
43.0,4864.0,972.0,3134.0,959.0,4.3393,21.73
10.0,10856.0,2278.0,6474.0,2199.0,3.8510000000000004,13.72
5.0,2693.0,508.0,1785.0,491.0,3.0,7.1
20.0,1591.0,589.0,1916.0,536.0,1.3531,9.46
32.0,2612.0,418.0,1030.0,402.0,6.603,36.92
46.0,928.0,236.0,790.0,235.0,1.6806,9.25
31.0,2846.0,727.0,2120.0,672.0,2.7226,25.42
35.0,1802.0,291.0,841.0,315.0,4.8365,31.39
7.0,2949.0,447.0,1335.0,426.0,6.0922,34.24
17.0,3391.0,623.0,1529.0,571.0,3.4028,9.1
49.0,3033.0,580.0,1284.0,561.0,4.1161,23.25
34.0,4135.0,687.0,2154.0,742.0,4.9732,34.23
14.0,2627.0,328.0,1121.0,328.0,7.0504,33.38
15.0,1929.0,317.0,1237.0,316.0,4.4063,12.85
52.0,2264.0,439.0,1403.0,476.0,2.7083,9.94
15.0,6940.0,1019.0,2829.0,990.0,5.4889,23.23
33.0,1996.0,268.0,686.0,270.0,6.9096,34.18
15.0,764.0,145.0,366.0,143.0,3.375,10.31
23.0,7480.0,1084.0,3037.0,1058.0,6.9223,33.84
32.0,3060.0,505.0,1159.0,510.0,6.3703,46.58
15.0,2873.0,903.0,1094.0,659.0,1.8015,10.51
35.0,1474.0,291.0,709.0,294.0,2.6522,6.59
20.0,427.0,118.0,402.0,105.0,1.4167,13.75
19.0,1540.0,715.0,1799.0,635.0,0.7025,50.0001
13.0,3033.0,540.0,1363.0,519.0,4.0036,16.17
32.0,1995.0,523.0,1069.0,410.0,1.6552,4.33
34.0,2326.0,471.0,1356.0,441.0,2.3475,9.03
22.0,2552.0,443.0,1066.0,424.0,5.1271,34.25
16.0,6352.0,1747.0,5085.0,1649.0,2.8835,19.38
15.0,3938.0,789.0,3500.0,768.0,2.1295,5.98
29.0,1523.0,440.0,1302.0,393.0,1.1311,8.47
30.0,752.0,194.0,733.0,186.0,1.6607,5.61
40.0,1266.0,348.0,1032.0,315.0,2.1667,15.0
33.0,3260.0,673.0,1784.0,666.0,3.5078,12.65
25.0,1938.0,457.0,1280.0,425.0,3.9632,24.03
16.0,1762.0,293.0,810.0,297.0,4.4437,30.5
44.0,2080.0,489.0,1781.0,478.0,3.6827,21.53
52.0,1506.0,208.0,547.0,186.0,7.8705,50.0001
9.0,1608.0,297.0,1057.0,295.0,3.7143,8.16
34.0,1336.0,345.0,1009.0,311.0,1.608,7.37
36.0,1514.0,258.0,665.0,278.0,3.8571,23.51
24.0,1341.0,214.0,667.0,184.0,4.0,9.45
18.0,2516.0,485.0,1128.0,433.0,5.0114,33.86
46.0,3156.0,430.0,1109.0,423.0,10.7397,50.0001
21.0,1988.0,483.0,1182.0,437.0,1.625,6.2
27.0,1573.0,361.0,847.0,330.0,1.9034,4.96
16.0,3452.0,791.0,1567.0,731.0,2.4722,19.43
37.0,407.0,67.0,100.0,47.0,15.0001,50.0001
27.0,3782.0,771.0,1742.0,751.0,4.0451,39.51
37.0,2125.0,489.0,912.0,462.0,2.9219,21.72
32.0,3304.0,714.0,2032.0,690.0,3.2093,16.78
25.0,3830.0,1105.0,2328.0,1017.0,2.6238,21.0
39.0,813.0,185.0,344.0,154.0,3.5833,21.88
52.0,2155.0,701.0,895.0,613.0,2.5795,35.0
48.0,1541.0,314.0,819.0,312.0,3.0917,13.61
24.0,2652.0,568.0,1532.0,445.0,2.3256,5.68
52.0,1571.0,349.0,693.0,326.0,3.1375,22.91
39.0,1270.0,299.0,1073.0,278.0,3.3088,18.66
24.0,1125.0,341.0,579.0,321.0,2.8125,14.17
42.0,718.0,140.0,324.0,131.0,6.4018,50.0001
34.0,1479.0,332.0,1166.0,322.0,2.6165,10.09
30.0,227.0,75.0,169.0,101.0,1.3527,6.0
27.0,2248.0,466.0,1644.0,453.0,3.2545,13.12
18.0,4037.0,990.0,2722.0,834.0,1.4282,14.04
34.0,2304.0,437.0,1506.0,403.0,2.2071,6.46
27.0,925.0,176.0,449.0,168.0,2.6406,12.97
35.0,1140.0,193.0,486.0,199.0,4.6908,50.0001
30.0,3917.0,549.0,1330.0,544.0,6.5617,38.66
2.0,4624.0,946.0,2091.0,808.0,3.6736,21.45
35.0,1928.0,360.0,1056.0,366.0,4.0893,21.57
15.0,4798.0,1374.0,3087.0,1212.0,2.127,16.33
16.0,4138.0,758.0,1762.0,723.0,3.1979,13.75
17.0,5973.0,1384.0,4349.0,1229.0,3.2799,19.93
13.0,1676.0,471.0,710.0,406.0,3.8936,22.59
41.0,1182.0,346.0,1644.0,346.0,2.1473,11.51
44.0,2364.0,746.0,3184.0,672.0,1.9180000000000001,14.75
29.0,1672.0,267.0,891.0,281.0,4.8611,23.19
20.0,1213.0,171.0,565.0,170.0,7.2592,31.48
15.0,2490.0,527.0,1229.0,497.0,2.3917,8.57
17.0,3196.0,444.0,1581.0,462.0,5.9333,22.94
38.0,757.0,124.0,319.0,123.0,5.6558,26.33
35.0,2215.0,459.0,1594.0,446.0,4.0167,19.32
20.0,2129.0,526.0,1845.0,522.0,1.8973,5.16
9.0,3464.0,749.0,1687.0,645.0,3.3026,11.91
29.0,2385.0,513.0,1788.0,510.0,3.8421,22.07
35.0,2494.0,690.0,1126.0,624.0,4.0313,38.53
19.0,1891.0,266.0,678.0,255.0,6.1872,18.87
17.0,2795.0,482.0,1904.0,506.0,5.0186,25.08
35.0,1375.0,249.0,1015.0,239.0,4.0521,15.18
12.0,4695.0,1110.0,2153.0,989.0,4.6483,19.08
23.0,3741.0,501.0,1339.0,499.0,6.7061,32.23
22.0,5861.0,1516.0,5436.0,1463.0,2.5158,13.49
33.0,3084.0,570.0,1753.0,449.0,3.05,9.78
5.0,5807.0,1182.0,2602.0,1007.0,2.4012,15.94
15.0,3333.0,808.0,1371.0,737.0,2.9083,12.24
26.0,2697.0,398.0,1088.0,389.0,5.0,14.25
26.0,3192.0,447.0,1132.0,418.0,4.5278,14.43
40.0,4991.0,674.0,1616.0,654.0,7.5544,41.15
23.0,526.0,152.0,245.0,130.0,2.0134,14.25
34.0,2617.0,558.0,1396.0,515.0,5.061,21.8
20.0,1834.0,477.0,1305.0,417.0,3.2125,25.1
41.0,1707.0,276.0,660.0,269.0,3.8618,13.48
32.0,1122.0,233.0,557.0,223.0,3.5388,40.7
41.0,1806.0,408.0,1146.0,374.0,2.9643,16.22
31.0,2669.0,514.0,1626.0,499.0,3.1923,11.69
41.0,1463.0,339.0,1066.0,318.0,1.7467,5.24
34.0,2745.0,559.0,1150.0,491.0,2.3654,9.49
48.0,2114.0,390.0,973.0,367.0,4.8021,35.11
44.0,1064.0,230.0,494.0,175.0,2.875,6.15
15.0,1927.0,427.0,810.0,321.0,1.6369,8.65
13.0,4401.0,829.0,924.0,383.0,2.6942,12.35
46.0,12.0,4.0,18.0,7.0,0.4999,6.75
47.0,1911.0,283.0,697.0,275.0,6.2712,26.77
31.0,371.0,74.0,208.0,84.0,3.875,13.75
33.0,2189.0,497.0,1459.0,443.0,2.3958,9.45
34.0,1763.0,303.0,894.0,297.0,5.0096,22.17
19.0,2722.0,479.0,1108.0,430.0,3.1062,10.0
28.0,1153.0,420.0,1043.0,357.0,1.0801,7.5
18.0,847.0,185.0,733.0,178.0,5.2149,20.19
34.0,2037.0,385.0,1195.0,391.0,3.9231,9.6
34.0,3592.0,616.0,2138.0,605.0,5.2129,19.34
36.0,1451.0,224.0,608.0,246.0,6.0648,29.08
52.0,2935.0,341.0,975.0,327.0,11.706,50.0001
47.0,2347.0,437.0,1219.0,420.0,5.3096,20.99
24.0,3983.0,1126.0,2645.0,1072.0,3.6742,27.5
16.0,3388.0,425.0,1395.0,427.0,8.4471,35.13
19.0,5710.0,1423.0,4163.0,1406.0,3.0306,17.85
28.0,454.0,147.0,366.0,140.0,2.9853,18.75
30.0,5267.0,1253.0,4065.0,1113.0,3.3479,18.21
18.0,2541.0,414.0,1276.0,405.0,5.1857,22.01
37.0,2132.0,565.0,1369.0,565.0,3.285,21.81
36.0,2448.0,475.0,1268.0,450.0,2.5682,10.91
26.0,3156.0,857.0,2394.0,787.0,3.01,19.19
28.0,1759.0,716.0,1463.0,620.0,1.7306,45.0
22.0,2938.0,619.0,1501.0,561.0,2.7356,9.61
19.0,4819.0,1492.0,2572.0,1336.0,2.3393,11.82
30.0,6373.0,854.0,2149.0,798.0,10.6868,50.0001
15.0,1010.0,274.0,649.0,261.0,2.5197,35.0
37.0,2498.0,472.0,1291.0,487.0,3.0,8.34
5.0,6678.0,1011.0,2877.0,982.0,7.5177,33.0
36.0,2080.0,455.0,1939.0,484.0,4.2875,17.66
17.0,2756.0,557.0,1986.0,530.0,3.2234,8.2
34.0,1700.0,325.0,972.0,326.0,2.4485,9.55
8.0,2756.0,343.0,1045.0,340.0,8.5957,44.41
16.0,1852.0,274.0,887.0,286.0,5.5405,11.93
36.0,1643.0,349.0,1414.0,337.0,4.1181,17.27
33.0,2463.0,421.0,1235.0,465.0,3.7045,16.15
52.0,3302.0,869.0,1178.0,727.0,3.3681,50.0001
24.0,2329.0,465.0,1401.0,453.0,4.5913,17.76
45.0,7803.0,2154.0,3359.0,2041.0,3.3594,28.75
34.0,2047.0,347.0,888.0,352.0,3.6734,9.29
33.0,1320.0,303.0,1048.0,303.0,1.7813,9.47
46.0,1976.0,469.0,1409.0,431.0,2.2981,11.21
35.0,1450.0,325.0,717.0,297.0,2.5074,6.64
41.0,1973.0,399.0,1107.0,375.0,1.8971,6.69
35.0,1989.0,634.0,1108.0,593.0,1.6081,28.89
35.0,1267.0,212.0,710.0,204.0,2.5368,16.96
27.0,1146.0,189.0,595.0,197.0,4.5833,19.85
33.0,1196.0,313.0,1448.0,320.0,2.9375,16.25
29.0,3354.0,707.0,1752.0,650.0,4.5484,23.99
25.0,7105.0,1012.0,2519.0,1004.0,6.8112,50.0001
40.0,975.0,270.0,1068.0,270.0,0.9889,8.75
52.0,3078.0,494.0,1005.0,462.0,6.381,34.22
17.0,1388.0,386.0,775.0,320.0,1.2049,4.4
14.0,3026.0,556.0,1349.0,485.0,2.8021,11.12
15.0,10211.0,1995.0,5656.0,1752.0,2.575,10.79
24.0,4316.0,678.0,2286.0,665.0,5.7018,28.67
47.0,1604.0,284.0,639.0,278.0,5.8415,28.33
47.0,2168.0,352.0,902.0,361.0,5.894,30.09
23.0,949.0,151.0,399.0,149.0,5.6286,41.13
20.0,1901.0,313.0,1258.0,320.0,3.8958,12.68
11.0,7849.0,1664.0,3561.0,1500.0,4.6625,29.09
24.0,1194.0,246.0,414.0,151.0,3.2396,10.19
10.0,6531.0,1036.0,2975.0,1018.0,6.2319,40.37
27.0,334.0,56.0,130.0,46.0,4.875,28.41
37.0,1371.0,319.0,640.0,260.0,1.8242,7.0
31.0,3890.0,711.0,1898.0,717.0,5.2534,29.09
34.0,2070.0,357.0,784.0,294.0,4.0417,18.28
34.0,1381.0,265.0,1020.0,268.0,4.025,14.69
14.0,1671.0,383.0,1079.0,365.0,3.1389,24.87
28.0,3910.0,959.0,1763.0,867.0,5.5,50.0001
36.0,2715.0,474.0,1303.0,457.0,4.6042,35.73
39.0,2428.0,634.0,1312.0,612.0,2.7212,26.63
36.0,948.0,303.0,1042.0,301.0,1.55,10.0
52.0,4190.0,1105.0,1786.0,1037.0,3.0897,23.41
46.0,1975.0,346.0,791.0,349.0,3.8,8.18
26.0,3725.0,623.0,1516.0,627.0,4.7143,26.83
37.0,4524.0,1005.0,2099.0,937.0,3.5781,36.67
18.0,4393.0,642.0,2095.0,677.0,5.4786,22.35
6.0,6525.0,826.0,3146.0,806.0,9.2858,43.61
18.0,1297.0,337.0,610.0,312.0,1.9441,18.44
28.0,1607.0,421.0,926.0,385.0,2.425,21.61
36.0,2981.0,441.0,1243.0,413.0,6.5304,43.98
23.0,1759.0,366.0,788.0,359.0,1.8125,9.35
19.0,4021.0,557.0,1872.0,545.0,6.7919,29.56
17.0,1320.0,159.0,1722.0,141.0,11.7064,50.0001
35.0,352.0,62.0,184.0,57.0,3.6691,13.75
43.0,1682.0,422.0,1706.0,409.0,2.1029,15.33
23.0,1553.0,216.0,778.0,229.0,5.1538,17.13
10.0,5509.0,969.0,3002.0,959.0,5.5981,22.01
21.0,730.0,263.0,965.0,224.0,2.0511,35.0
18.0,2203.0,544.0,1943.0,497.0,2.25,10.32
52.0,2504.0,516.0,979.0,472.0,3.4762,24.4
28.0,1437.0,400.0,806.0,338.0,1.6078,12.5
35.0,1583.0,340.0,933.0,318.0,2.4063,7.07
29.0,1671.0,368.0,821.0,337.0,2.16,5.68
5.0,906.0,144.0,376.0,141.0,4.3523,18.82
42.0,1206.0,304.0,1167.0,250.0,1.615,10.13
39.0,714.0,118.0,314.0,117.0,5.9856,43.21
36.0,1493.0,285.0,766.0,272.0,4.8646,21.32
38.0,1067.0,170.0,499.0,169.0,4.6389,18.38
30.0,3346.0,487.0,1296.0,495.0,7.457000000000001,39.27
30.0,1549.0,325.0,885.0,299.0,4.0039,19.51
35.0,1692.0,423.0,1578.0,406.0,2.5313,30.58
28.0,2492.0,507.0,1202.0,460.0,2.7857,15.03
38.0,281.0,55.0,151.0,52.0,1.3906,12.08
10.0,3817.0,719.0,1686.0,714.0,3.8235,9.46
14.0,2368.0,297.0,796.0,301.0,8.7783,43.5
38.0,1471.0,329.0,1207.0,335.0,4.0,16.55
13.0,4833.0,1119.0,1649.0,807.0,6.2389,50.0001
24.0,2868.0,527.0,1284.0,487.0,3.3182,21.3
27.0,966.0,251.0,462.0,230.0,1.7,35.0
42.0,1493.0,277.0,671.0,267.0,3.2794,22.45
20.0,2948.0,471.0,1181.0,474.0,6.0604,24.79
22.0,2823.0,509.0,1271.0,474.0,5.1333,20.72
52.0,1827.0,356.0,855.0,353.0,1.7636,5.51
39.0,2485.0,382.0,1072.0,342.0,6.0878,43.02
19.0,1524.0,448.0,960.0,386.0,1.5122,4.75
11.0,2451.0,665.0,1155.0,533.0,2.2254,13.08
42.0,2171.0,362.0,887.0,347.0,6.6125,39.32
51.0,2565.0,332.0,870.0,309.0,9.3694,50.0001
27.0,3623.0,809.0,3712.0,754.0,3.4609,12.33
48.0,2408.0,536.0,1005.0,497.0,3.5213,45.86
28.0,1437.0,295.0,724.0,262.0,2.725,14.02
18.0,3208.0,643.0,1973.0,614.0,3.8162,23.5
4.0,9911.0,1946.0,5145.0,1661.0,3.4237,11.37
35.0,1934.0,307.0,905.0,315.0,5.5101,26.74
35.0,583.0,88.0,235.0,84.0,5.943,28.82
21.0,2064.0,342.0,1021.0,359.0,4.5169999999999995,15.22
34.0,4062.0,597.0,1525.0,566.0,7.8588,45.48
8.0,864.0,156.0,626.0,172.0,4.8984,15.15
32.0,362.0,100.0,348.0,102.0,2.2679,15.0
29.0,570.0,76.0,244.0,72.0,12.3292,41.67
34.0,789.0,200.0,1041.0,191.0,3.1189999999999998,9.03
18.0,2226.0,490.0,859.0,451.0,1.6821,6.94
45.0,2423.0,466.0,873.0,438.0,3.7167,13.19
44.0,1934.0,325.0,783.0,316.0,4.8684,35.86
35.0,1032.0,207.0,954.0,191.0,2.8906,13.48
10.0,1907.0,398.0,921.0,369.0,4.875,20.04
23.0,3038.0,470.0,1568.0,438.0,5.6403,23.3
16.0,3109.0,572.0,885.0,334.0,3.5,13.47
25.0,1577.0,266.0,611.0,284.0,5.25,20.51
33.0,278.0,71.0,266.0,56.0,0.8941,9.82
31.0,3812.0,595.0,1645.0,591.0,7.585,38.01
8.0,3372.0,430.0,1536.0,448.0,8.4284,37.83
36.0,1102.0,247.0,702.0,225.0,1.5256,9.54
16.0,1574.0,385.0,515.0,363.0,5.3423,29.17
35.0,1701.0,482.0,1428.0,494.0,3.725,28.46
36.0,1332.0,217.0,648.0,203.0,4.7159,36.59
37.0,1244.0,173.0,394.0,154.0,10.3682,50.0001
28.0,1374.0,248.0,769.0,229.0,3.6389,13.04
28.0,4323.0,886.0,1650.0,705.0,2.7266,26.68
35.0,2118.0,374.0,1108.0,360.0,3.4327,10.03
19.0,2472.0,618.0,2143.0,610.0,2.2372,10.88
52.0,1724.0,352.0,922.0,348.0,1.7227,8.57
20.0,1888.0,411.0,826.0,396.0,2.875,18.91
32.0,3303.0,480.0,1185.0,436.0,5.0508,22.57
17.0,3785.0,494.0,1527.0,507.0,8.4443,35.85
23.0,4417.0,740.0,1865.0,693.0,5.3428,27.93
16.0,4636.0,908.0,2341.0,825.0,4.4261,30.47
10.0,1277.0,488.0,730.0,417.0,1.4803,13.75
17.0,2761.0,501.0,1128.0,482.0,3.7562,13.97
35.0,1090.0,345.0,1605.0,330.0,2.1518,15.28
26.0,2345.0,408.0,1195.0,377.0,5.4925,36.17
26.0,1783.0,298.0,1048.0,306.0,6.0488,23.2
36.0,1582.0,313.0,761.0,318.0,2.6055,6.92
52.0,1849.0,287.0,695.0,258.0,6.5372,39.4
42.0,1293.0,214.0,459.0,217.0,7.672000000000001,46.76
26.0,1399.0,277.0,1285.0,276.0,4.0,16.01
46.0,1824.0,438.0,1200.0,451.0,3.4375,15.67
35.0,2987.0,391.0,1244.0,387.0,7.1322,50.0001
29.0,4148.0,635.0,1638.0,627.0,6.912000000000001,45.72
34.0,2669.0,647.0,1341.0,555.0,2.6399,11.96
24.0,341.0,64.0,146.0,57.0,4.0,16.63
36.0,1226.0,211.0,711.0,219.0,4.5699,17.08
6.0,1727.0,506.0,1200.0,439.0,4.1083,21.07
31.0,1606.0,354.0,1049.0,335.0,2.1935,7.27
35.0,777.0,187.0,1022.0,186.0,3.4,13.96
50.0,1568.0,501.0,764.0,478.0,3.015,41.43
34.0,2629.0,433.0,1301.0,431.0,6.082999999999999,34.14
6.0,8278.0,1579.0,3062.0,1446.0,3.0043,13.47
