lot,bdms,fb,sty,drv,rec,ffin,ghw,ca,gar,reg,sell
3069.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5
4350.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.95
6600.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.9
6750.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
5500.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
8250.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3
5400.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.75
3620.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
2910.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72
3520.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5
4130.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.2
3264.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
4800.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.3
5700.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,9.5
2160.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4
3650.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6440.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,6.79
4160.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
6400.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0
3630.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.75
3880.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.6
3185.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.9
3850.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
6360.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,10.05
6840.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,11.6
9000.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,11.4
4500.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15
3000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
13200.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,14.0
5000.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2
4800.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.38
4632.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9
5500.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0
8050.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
4260.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5
6020.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
4960.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
7000.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0
2145.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.76
2817.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.85
4320.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.8
6600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,8.7
4160.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.6
5500.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.85
4500.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.1
7980.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.85
3000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
6060.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.89
3660.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
6670.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.3
1650.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5
6360.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
8880.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.9
3420.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
7155.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,12.4
10360.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.15
7440.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.6
8400.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,7.5
2145.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.6
7000.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.85
4500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
3480.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.35
6321.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.8
5010.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6
4520.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
4260.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5
3640.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5
4840.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.95
4340.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
4000.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
12900.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
7440.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.6
6500.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.5
3745.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.65
11440.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.49
9000.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.35
3480.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2
5076.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
2430.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
4500.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
6862.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.9
3180.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.7
7800.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.6
3850.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
5200.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.3
3400.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.11
6100.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.3
6900.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.6
3986.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.5
12090.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,9.7
5880.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2800.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.08
3240.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.3
3640.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
2325.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
6420.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,12.65
2500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7
3816.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.6
2176.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.5
7160.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,8.4
3000.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.45
9500.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0
4500.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.4
5800.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0
5500.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.6
4000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.79
3600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
3850.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.05
3000.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3
3680.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85
6800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,8.6
3420.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.4
11175.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0
6600.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.55
5450.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.8
6600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.2
8150.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.15
4990.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.49
3450.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5
3500.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5
4800.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0
6450.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
3630.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
3185.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.8
3600.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
3000.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.6
8250.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.39
4000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.55
3350.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48
3180.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.5
4350.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.05
5320.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.95
5400.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.95
4900.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
9960.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,17.5
6000.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.5
2787.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
3990.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
15600.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.49
4510.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.4
4040.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
4960.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4
3960.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,9.25
3240.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.725
5170.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.7
6000.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.3
4400.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
3600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
4050.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.7
4320.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,12.5
8400.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
4080.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
3540.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.2
7482.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.49
2870.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.6
3600.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.7
3520.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
3120.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
3150.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.45
6000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.5
9667.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.7
6750.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,9.17
6420.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.5
3720.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
5450.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29
5020.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.6
3040.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
3450.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.99
3630.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25
3360.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
7200.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,9.0
7000.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
12944.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4800.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.15
3960.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5300.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.5
3930.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
6825.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.75
2787.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.05
2175.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.1
3850.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
4920.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.29
2400.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5245
3970.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25
2684.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.6
3760.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.5
8050.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,12.35
4100.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0
11460.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,8.39
6000.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.8
4050.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
8500.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,12.8
5500.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
2610.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.9
7700.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.85
4040.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.85
5750.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0
3600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
3450.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
7420.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,16.3
2700.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79
3180.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
5000.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
7950.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,12.0
7680.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.3
4000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.7
4075.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,6.2
7000.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,8.29
2640.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.05
3750.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.35
6325.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.6
6420.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.75
4880.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.85
4646.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0
3060.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95
4120.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
6100.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.8
5040.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
5600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.85
6000.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9.47
4240.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
3630.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.25
3630.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.3
6000.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.3
7085.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,7.47
4500.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.49
3750.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
4600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
3600.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.3
3792.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
