lot,bdms,fb,sty,drv,rec,ffin,ghw,ca,gar,reg,sell
5000.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
6360.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
6420.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.5
8150.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.15
3000.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.6
2640.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.05
7424.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4050.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2700.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
5500.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
7350.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
3450.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5
7700.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.85
2160.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4
4280.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.2
5495.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.47
7020.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.5
6750.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
3000.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.45
6800.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
2787.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.05
4095.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0
7000.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0
4260.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5
2610.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
11410.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3
3630.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.25
6540.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5
8400.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
3850.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
3630.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25
3510.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39
6000.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.95
3750.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
3240.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.3
3000.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.8
4300.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.65
3090.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.4
9000.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,11.4
7000.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.85
9000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.5
3180.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
3180.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
6360.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
2835.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
6000.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.5
5640.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
3000.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3
4500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
7152.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5
4130.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.2
13200.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,14.0
4000.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
5200.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.3
4320.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.8
4600.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,7.55
6600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.2
6825.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.75
3500.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,13.2
3792.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
7980.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.35
3850.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.05
9800.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,7.5
5500.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,8.85
6550.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,11.25
2145.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.76
3600.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.7
1950.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2
3185.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.9
3120.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
5500.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.6
4500.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.4
5800.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2
4800.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.38
6000.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.5
8580.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,14.5
6060.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.89
4079.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4120.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
2747.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2910.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72
5450.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.8
5500.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.85
3040.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
4040.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.5
4800.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.3
4410.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
5800.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0
4700.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0
5400.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.95
4500.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
6600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,8.7
3760.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.5
3640.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
4640.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.2
5500.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
7686.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.1
4400.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55
10700.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.2
4800.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0
3500.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.2
6240.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.1
7680.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.3
4500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
3000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
4050.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.7
10500.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.45
5850.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0
4600.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,12.7
7200.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.45
4400.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
4320.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,12.5
4360.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
8050.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
3990.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3970.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25
8880.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.1
3450.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.99
4000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.55
6670.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.3
6900.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.6
3600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
4520.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
4100.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.7
7800.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.6
15600.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.49
4120.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
3520.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2
7000.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,8.29
11440.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.49
5680.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.6
4300.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69
5600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.85
2880.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
2610.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.9
2817.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.85
3780.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.55
9000.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.35
3700.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.5
3520.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.19
8580.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.2
3480.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2
9860.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45
6710.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.7
4160.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
6615.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
4352.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.25
6420.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.5
5010.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6
3960.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3520.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
6600.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0
4095.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.5
3000.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55
6440.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,6.79
6000.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0
4400.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,7.95
7440.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.6
3520.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5
8875.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
3520.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.45
8960.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,17.5
3000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
2400.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5245
7155.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,12.4
6000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.5
6000.0,3.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.09
5500.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.39
6360.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.39
4100.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.49
4880.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.85
3180.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.7
4040.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
3986.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.5
5500.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.9
7500.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,15.5
3850.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
4500.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.1
8080.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.6
2850.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.2
3000.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5
4600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
6600.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.9
4950.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.26
3500.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5
4840.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.95
3420.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
3630.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.3
3816.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.6
4900.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.3
9500.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0
4040.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.85
6000.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.7
3400.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.11
3420.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,6.99
6020.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
6500.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.4
2325.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0
5200.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.075
3640.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
4880.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,6.29
4900.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
7420.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,16.3
3240.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.725
2520.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.39
5020.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.6
4990.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.49
3600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
4785.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.85
6720.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
3150.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.45
4000.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3360.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
6500.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.5
3930.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
5500.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5
4000.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.4
6000.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13.83
2176.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.5
11175.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0
3750.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.35
7500.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,17.45
7000.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
2398.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4555
3000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
3880.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.6
6325.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.6
3264.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
2910.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
8372.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.7
7160.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,8.4
5300.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.19
4960.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4
6600.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0
3630.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
2787.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
